Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Specialization,What is your current occupation,City,A free copy of Mastering The Interview,Last Notable Activity,lead_score,actual_converted,assigned_rep
Landing Page Submission,Direct Traffic,No,1,2.0,1152,2.0,SMS Sent,Finance Management,Working Professional,Mumbai,Yes,SMS Sent,0.9117070467032463,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,5.0,1464,5.0,SMS Sent,International Business,Unemployed,Other Cities,No,SMS Sent,0.9107332970320959,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,5.0,1489,5.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.9106733124409452,1,Rep_A (Top Closer)
Lead Add Form,Welingak Website,No,1,3.0,429,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.90975470279983,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,8.0,1391,2.67,Email Opened,Business Administration,Working Professional,Mumbai,No,Email Opened,0.9086282306806488,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,0,2.0,1601,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,Yes,SMS Sent,0.908562558302231,0,Rep_A (Top Closer)
API,Olark Chat,No,0,1.0,1471,1.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.9073739307963767,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,4.0,1663,4.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.9063098989685803,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,4.0,1252,2.0,Page Visited on Website,Supply Chain Management,Working Professional,Mumbai,Yes,Page Visited on Website,0.9062624964348253,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,25.0,1569,2.08,Email Opened,Business Administration,Working Professional,Mumbai,Yes,Email Opened,0.9057770100865532,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,1,14.0,1495,7.0,Page Visited on Website,Travel and Tourism,Unemployed,Other Metro Cities,Yes,Page Visited on Website,0.9044653910811776,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,3.0,1412,3.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.9044022007902354,0,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.9034302120478748,1,Rep_A (Top Closer)
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Olark Chat Conversation,0.903382204969521,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,Thane & Outskirts,No,SMS Sent,0.9027164874957992,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Thane & Outskirts,No,SMS Sent,0.902477535367516,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,9.0,1339,3.0,Form Submitted on Website,Human Resource Management,Working Professional,Mumbai,Yes,Modified,0.9020704483951255,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,855,2.0,SMS Sent,Supply Chain Management,Working Professional,Other Cities,No,SMS Sent,0.9007940617311456,1,Rep_A (Top Closer)
API,Organic Search,No,0,2.0,1370,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.9007310374149096,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1271,2.0,SMS Sent,Operations Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.9005876746130941,1,Rep_A (Top Closer)
API,Google,No,1,4.0,1524,1.33,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.9001770320279358,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,3.0,1286,3.0,SMS Sent,Finance Management,Unemployed,Thane & Outskirts,No,Modified,0.8981687644116642,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,0,2.0,1449,2.0,Converted to Lead,Finance Management,Unemployed,Tier II Cities,No,Modified,0.8977645171326261,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,8.0,1472,2.67,Olark Chat Conversation,E-COMMERCE,Unemployed,Mumbai,No,Modified,0.8967569616167389,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1019,2.0,SMS Sent,Finance Management,Working Professional,Other Cities of Maharashtra,Yes,SMS Sent,0.8967411631205453,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,2.0,1122,2.0,SMS Sent,Media and Advertising,Unemployed,Other Cities of Maharashtra,No,SMS Sent,0.8955636232544287,1,Rep_A (Top Closer)
Lead Add Form,Welingak Website,No,1,3.0,346,2.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.8953796947220737,1,Rep_A (Top Closer)
API,Google,No,1,2.0,1101,1.0,SMS Sent,Marketing Management,Working Professional,Mumbai,No,Modified,0.8946137799310028,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1521,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,Yes,SMS Sent,0.8945791988925008,1,Rep_A (Top Closer)
API,Organic Search,No,1,4.0,1379,4.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8945266547223197,1,Rep_A (Top Closer)
Landing Page Submission,welearnblog_Home,No,0,2.0,368,2.0,Email Opened,Marketing Management,Unemployed,Other Cities of Maharashtra,No,Email Opened,0.8931558373137294,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,8.0,1361,2.67,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,SMS Sent,0.8927895437679125,0,Rep_A (Top Closer)
API,Google,No,1,2.0,1461,2.0,SMS Sent,Finance Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.8925123484421014,1,Rep_A (Top Closer)
API,Google,No,1,13.0,1667,4.33,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8920064971661396,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,1,14.0,969,2.8,SMS Sent,Human Resource Management,Unemployed,Other Cities,Yes,SMS Sent,0.8913291526970595,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,0,4.0,1255,4.0,SMS Sent,Travel and Tourism,Unemployed,Mumbai,Yes,Modified,0.8913267546187725,0,Rep_A (Top Closer)
API,Organic Search,No,1,5.0,1229,2.5,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8910101679463396,1,Rep_A (Top Closer)
API,Google,No,1,2.0,1528,2.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,SMS Sent,0.8896004874004819,1,Rep_A (Top Closer)
API,Organic Search,No,1,6.0,1201,3.0,SMS Sent,Media and Advertising,Unemployed,Other Cities of Maharashtra,No,SMS Sent,0.8895088668186685,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,6.0,1424,6.0,SMS Sent,E-Business,Unemployed,Other Cities,No,SMS Sent,0.8883901618141253,1,Rep_A (Top Closer)
API,Olark Chat,No,0,2.0,1192,2.0,SMS Sent,Business Administration,Unemployed,Thane & Outskirts,No,SMS Sent,0.8883842790555804,0,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,Mumbai,No,SMS Sent,0.8883270081504452,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,4.0,1286,4.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.8881233866189158,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,0,0.0,0,0.0,SMS Sent,International Business,Unemployed,Mumbai,No,SMS Sent,0.8880570948411826,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,0,2.0,1995,2.0,Email Opened,Operations Management,Unemployed,Thane & Outskirts,Yes,Email Opened,0.8878177305483248,0,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.8875155575040983,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,Mumbai,No,SMS Sent,0.8875155575040983,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,3.0,1277,3.0,SMS Sent,Operations Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.887486615416351,1,Rep_A (Top Closer)
API,Google,No,1,4.0,1453,1.33,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8868671222790832,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,0,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8866989626386353,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,5.0,1388,1.67,SMS Sent,Business Administration,Unemployed,Mumbai,Yes,Modified,0.8865898993573893,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,7.0,1010,2.33,SMS Sent,Services Excellence,Unemployed,Thane & Outskirts,No,SMS Sent,0.8850832181699039,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,2.0,1124,2.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Mumbai,No,SMS Sent,0.884288674797607,0,Rep_A (Top Closer)
API,Direct Traffic,No,1,3.0,1270,3.0,SMS Sent,Finance Management,Working Professional,Mumbai,No,SMS Sent,0.8835061192975154,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,0,2.0,1603,2.0,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,Thane & Outskirts,Yes,Modified,0.8824325319831015,0,Rep_A (Top Closer)
API,Google,No,1,2.0,1488,2.0,SMS Sent,Operations Management,Unemployed,Mumbai,No,SMS Sent,0.8821755303213425,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1579,2.0,Email Opened,Media and Advertising,Working Professional,Mumbai,Yes,Email Opened,0.8821282302947346,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,2.0,1014,2.0,SMS Sent,Finance Management,Unemployed,Thane & Outskirts,No,SMS Sent,0.881429437621222,0,Rep_A (Top Closer)
API,Google,No,0,2.0,1622,2.0,Page Visited on Website,Finance Management,Unemployed,Thane & Outskirts,No,Modified,0.8812083915859023,0,Rep_A (Top Closer)
API,Google,No,0,3.0,1562,1.0,Page Visited on Website,Finance Management,Unemployed,Mumbai,No,Page Visited on Website,0.8799550129653957,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,9.0,1638,9.0,Email Opened,Business Administration,Working Professional,Mumbai,No,Modified,0.8782852669308422,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,8.0,1148,4.0,Page Visited on Website,Business Administration,Working Professional,Mumbai,Yes,Modified,0.8778975783610214,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,0,5.0,1675,5.0,SMS Sent,Finance Management,Unemployed,Mumbai,Yes,SMS Sent,0.8775665411805071,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,1.0,1320,1.0,Email Bounced,Marketing Management,Working Professional,Other Cities,No,Modified,0.8772628815037439,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,1,7.0,1087,7.0,SMS Sent,E-Business,Unemployed,Other Cities of Maharashtra,No,SMS Sent,0.8771720719208107,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,857,2.0,SMS Sent,Marketing Management,Working Professional,Thane & Outskirts,Yes,SMS Sent,0.8751735987506691,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,0,4.0,1060,4.0,SMS Sent,Business Administration,Unemployed,Other Cities,Yes,SMS Sent,0.8739234256412369,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,3.0,1618,1.5,Email Link Clicked,Finance Management,Unemployed,Mumbai,No,Modified,0.8734029273829788,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,0,2.0,1417,2.0,SMS Sent,Media and Advertising,Unemployed,Mumbai,Yes,SMS Sent,0.8733064881073714,0,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,1,5.0,1250,5.0,Email Opened,E-COMMERCE,Working Professional,Other Cities,Yes,Email Opened,0.8731068637532019,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1436,2.0,SMS Sent,Finance Management,Unemployed,Thane & Outskirts,Yes,Modified,0.8712622489239424,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,3.0,1127,3.0,SMS Sent,IT Projects Management,Unemployed,Mumbai,No,SMS Sent,0.8711382523089588,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,0,7.0,1202,7.0,SMS Sent,Business Administration,Unemployed,Thane & Outskirts,Yes,SMS Sent,0.8698035822062762,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1439,2.0,Email Opened,Healthcare Management,Working Professional,Thane & Outskirts,Yes,Email Opened,0.8697478685324888,1,Rep_A (Top Closer)
API,Google,No,0,2.0,1440,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.869524627419891,0,Rep_A (Top Closer)
API,Google,No,1,3.0,1516,3.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8694835710451868,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,4.0,1805,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,Mumbai,No,Email Opened,0.8691235656014301,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,4.0,1708,4.0,Email Opened,Business Administration,Unemployed,Thane & Outskirts,No,Email Opened,0.8679638586011015,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,9.0,1316,4.5,Email Opened,Finance Management,Working Professional,Mumbai,No,Email Opened,0.8665712063801134,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,6.0,1353,6.0,Email Opened,"Banking, Investment And Insurance",Working Professional,Mumbai,No,Modified,0.8655549824388937,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,5.0,1047,5.0,SMS Sent,Business Administration,Working Professional,Thane & Outskirts,Yes,SMS Sent,0.8637731649611158,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.8632058693262431,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.8632058693262431,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,0,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.8632058693262431,0,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.8632058693262431,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.8632058693262431,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Link Clicked,Marketing Management,Working Professional,Mumbai,No,Modified,0.862549848477647,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,Mumbai,No,Email Opened,0.8625239973473584,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,0,4.0,1410,4.0,Email Opened,Travel and Tourism,Unemployed,Thane & Outskirts,Yes,Modified,0.8624615966114185,0,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,5.0,1230,5.0,SMS Sent,Services Excellence,Unemployed,Mumbai,No,SMS Sent,0.8620831646920899,0,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,Mumbai,No,Modified,0.8619170240644829,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,Mumbai,No,Email Opened,0.8615542747373796,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,Mumbai,No,Email Opened,0.8615542747373796,1,Rep_A (Top Closer)
Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Finance Management,Working Professional,Mumbai,No,Email Opened,0.8605788176081781,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,0,2.0,1446,2.0,Email Opened,Marketing Management,Unemployed,Other Cities of Maharashtra,No,Modified,0.8602426870271173,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,1328,2.0,SMS Sent,Supply Chain Management,Unemployed,Other Cities,Yes,SMS Sent,0.8597427559377347,1,Rep_A (Top Closer)
API,Google,No,1,2.0,1556,1.0,Olark Chat Conversation,Marketing Management,Unemployed,Other Cities,No,Modified,0.8596549658393839,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,2.0,1608,2.0,Email Link Clicked,"Banking, Investment And Insurance",Unemployed,Mumbai,No,Modified,0.8588052833932469,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,1,10.0,1435,10.0,Email Opened,Finance Management,Working Professional,Other Cities of Maharashtra,Yes,Modified,0.8587379160752371,1,Rep_A (Top Closer)
API,Google,No,1,2.0,1310,1.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.858646598986075,1,Rep_A (Top Closer)
API,Organic Search,No,1,7.0,1157,2.33,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.8579809247691693,1,Rep_A (Top Closer)
API,Organic Search,No,1,7.0,998,1.75,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.8575681844292854,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,4.0,981,2.0,Email Opened,Operations Management,Working Professional,Mumbai,No,Modified,0.8568201817367241,1,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,0,3.0,986,3.0,Unreachable,"Banking, Investment And Insurance",Unemployed,Mumbai,Yes,Modified,0.8563530346933927,0,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,5.0,803,2.5,SMS Sent,Finance Management,Working Professional,Thane & Outskirts,Yes,SMS Sent,0.8560990578491612,1,Rep_A (Top Closer)
Landing Page Submission,Direct Traffic,No,1,2.0,831,2.0,SMS Sent,Business Administration,Working Professional,Other Cities of Maharashtra,Yes,SMS Sent,0.8560063668377323,1,Rep_A (Top Closer)
API,Google,No,0,2.0,1570,1.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.8555879341385879,0,Rep_A (Top Closer)
API,Google,No,1,2.0,1378,2.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,SMS Sent,0.855010863638675,1,Rep_A (Top Closer)
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,Mumbai,No,Modified,0.8521338791485173,1,Rep_A (Top Closer)
API,Google,No,0,2.0,1553,1.0,Olark Chat Conversation,Finance Management,Unemployed,Mumbai,No,Modified,0.8513947411744937,0,Rep_A (Top Closer)
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Business Administration,Unemployed,Mumbai,No,Modified,0.851103519006862,1,Rep_A (Top Closer)
API,Organic Search,No,0,6.0,1439,6.0,SMS Sent,Finance Management,Unemployed,Mumbai,No,Modified,0.850730772325074,0,Rep_A (Top Closer)
Landing Page Submission,Organic Search,No,1,13.0,1226,6.5,SMS Sent,Marketing Management,Unemployed,Mumbai,Yes,Modified,0.8507044710826602,1,Rep_A (Top Closer)
Lead Add Form,Welingak Website,No,1,0.0,0,0.0,Email Opened,Operations Management,Unemployed,Thane & Outskirts,No,Email Opened,0.850226007351202,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,7.0,1662,3.5,Email Opened,"Banking, Investment And Insurance",Unemployed,Mumbai,No,Email Opened,0.8498614220160827,1,Rep_A (Top Closer)
Landing Page Submission,Google,No,1,6.0,1806,3.0,Email Opened,Human Resource Management,Unemployed,Mumbai,Yes,Email Opened,0.8487625483554949,1,Rep_A (Top Closer)
